key,agreement,quote,response
"(310, 6)",-1.5,"It can certainly be a false theory, however, you can rationally show that it is or is not (to the degree determined by your evidence).","Again, it's not just 'evidence' but 'evidence constructed into a workable theory'."
"(114, 5)",-1.5,"'If the solar system was brought about by an accidental collision, then the appearance of organic life on this planet was also an accident, and the whole evolution of Man was an accident too. If so, then all our thought processes are mere accidents-the accidental by-product of the movement of atoms. And this holds for the materialists and astronomers as well as for anyone else's. But if their thoughts-i.e. of Materialism and Astronomy-are merely accidental by-products, why should we believe them to be true? I see no reason for believing that one accident should be able to give a correct account of all the other accidents.'.","C.S.Lewis believes things on faith, yet we are to use his words, which he is not here to clarify, as evidence that my claim is false, when he obviously accepts the same illogical claim as premise? His use of the word accident can readily be replaced by ""the natural laws of the universe"", or other more descriptive terms, without the negative connotation that seems to scare believers. ""We're an accident? OMG, then we must right!""."
"(541, 6)",-1.833333333,"And I'll bet the formal list of ""great physicists"" who preceded the development of the theory of evolution is meaningful. I wonder how many of these ""great physicists"" also believed that night air could make them ill? How many beleived in alchemy, like Newton? I wonder if Newton is in that list? He didn't believe in the divinity of Christ.","This was a comment on the physics book that has biographies of great physicists that were Bible believing christians. Right. Many believed in alchemy (they were wrong), harmful effects of night air (they were wrong), spontaneous growth of maggots from rotting meat (they were wrong), rats arising from grain (they were wrong), and the Bible (they were wrong). If it is important that Newton believed in the Bible, why isn't it as important that he believed in alchemy and did not believe in the divinity of Christ.  There isn't any such thing as science from a Christian perspective. Either it is science, or it isn't.  You claimed to have studied evolution. You didn't. Why would you tell us that you did?"
"(296, 0)",-1.4,"In principle, there is no difference between the two as the result is the same, a dead baby.","In the same sense that shooting an intruder when he's charging at you is the same, in principle, as shooting a fleeing intruder.  When the baby is born, there are a myriad of choices open that would relieve the mother of the responsibility of motherhood while allowing it to live. There are no other choices open to her to relieve her of the fetus inside of her."
"(534, 2)",-1.166666667,Evolution is a change in the gene pool of a population over time. Introduction to Evolutionary Biology.,Here is a more complete definition from Futuyma's text on evolutionary biology.
"(435, 6)",-1.2,"Sorry, but I have to say this.  Who the hell gives a flaming turd what Freud thought? He was a coke head quack who pulled a bunch of bunk out of his butt and called it psychotherapy.   ..","Many Atheists I have encountered call God a human effort in wish fullfillment.  THat seeking God and salvation through Jesus Christ is an illusion.  Many of these folks are quoting Freud whether they know it or not.  Ha! In the end, he was a Theist!"
"(971, 6)",-1.8,He didn't have to. He was examining the structure of the sentence to determine whether an individual right or a collective right was being recognized.,So you think that only the sentence structure needs to be examined and not the meaning of the words?
"(176, 4)",-1.166666667,"No, it tests whether he is all-powerful. The proof shows that the very notion of all-powerfulness leads to other notions that are absurd, such as the unbreakable rock or, someone else posted, the round square. This is called ""reduction to the absurd"" and it is a valid logical method. It has been used to prove that 1/0 is undefinable.    I stated that he cannot do something inside of his own nature, that is, his nature doubles back on itself and is contradictory. Similarly if someone spoke of something that is ""both green and not green at the same time and in the same sense"" I can disprove this statement using the Law of Non Contradiction. Of course, one can pull off the rubbish argument that ""it is incomprehensible, therefore it is true."" As I stated earler, such an argument is fallacious.","Your statement is a logical fallacy. It is not proof but simply illogical. The fallacy is called the fallacy of inconsistency. You argue from two contradictory premises. 1) God is all Powerful, 2) God can not do something.  You state one as the conclusion of the other but that is just a funny way of stating two premises. The statement is illogical. Look up your favorite text on logical fallacies and you will see that I am right."
"(1338, 6)",-1.4,"When I was an atheist, I was quite unconvinced by rational arguments for the existence of God.  Now that I am a Christian, I am quite unconvinced by rational arguments for the existence of God.  B.","Well, we're not devoid of emotion. So you can know God through your whole self, not just a small part of you (i.e. logic).  We Orthodox believe in noetic knowledge, that is, knowledge gained through 'the heart'."
"(1060, 6)",-1.166666667,"Warsaw: That is your most stupid argument and it really makes me angry. In the ghetto of Warsaw, there WAS an armed uprise. The result? The Germans massacred thousands as revenge. And if they had more guns, maybe the Germans simply had bombed the whole ghetto with their planes.  Please don't you ever bring on any arguments against gun-control by showing examples from the 3. Reich.  Gun-control got nothing to do with the increase of Hitler's power or the way that WW2 went.","It could be argued that the delays in germanies advancement due to armed civil defenses gave the allies a chance to mobilize. IT is a case of ""what might have happened"", though, so it is impossible to tell for sure. With Hitler you had a unique situation which involved a tyrant and a lunatic in charge of a country, but with the popular support of the population.  I would have to agree that resistance against Hitler didn't lead to any great victories. Of course, (and playing ""might have been again"") if more people had realised what kind of threat he actually posd, perhaps the resistance would have been more popular and successful.  [QUOTE}The rest of your post I maybe reply to later, but it is always exhausting to write against any uncited and unproven claims...[/QUOTE]  It is rather difficult to debate with PH, isn't it? I think it is because he doesn't debate, he just types s bunch of XXXX and then goes ""SO THERE!"". It is amusing to watch, though/."
"(1399, 6)",-2,"But there was a big evolutionary hyp over this and some people were saying ""They are just that close in showing how life could come from non-life."".",Really? I suspect that you have been duped by creationist ministers. There is no hype about Miller/Urey. It was an interesting experiment that demonstrated possibilities.
"(867, 1)",-2,"Ummm...what's to explain, none of those contradict with theistic evolution, at all.","So you don't believe that God took a rib from Adam's side to create woman?   Genesis 2:21-23 ""So the LORD God caused the man to fall into a deep sleep; and while he was sleeping, he took one of the man's ribs and closed up the place with flesh. Then the LORD God made a woman from the rib he had taken out of the man, and he brought her to the man. The man said,   ""This is now bone of my bones  and flesh of my flesh;  she shall be called 'woman,'  for she was taken out of man.""   lurch:  I don't have time to quote everything you said so I'll just comment on it.   You guys keep saying that ""of course, religion and science can co-exist perfectly"". When did I say that they couldn't? I simply said that fundamentalist Christianity and evolution could not co-exist. Catholics are a perfect example, they do not believe that they can pray to God directly. They believe that they have to pray through a priest, saint, etc. That is not fundamentalist Christianity. You keep trying to make an argument out of something that I am not arguing about.   You also say that creationism cannot co-exist with ""science"". You say that evolution is science. If creationism can't co-exist with evolution, then how can there be any evolution believing Christian fundamentalists? (thistown for example.) Creationism, by the way, is used very broadly. It is simply the study of how we were created, just as evolution is the study of how we ""evolved"". They can be used to mean the same thing if you are a Christian who believes in evolution.  BTW, science isn't the ""evil work of Satan"". It's man's way of trying to explain something so that they don't have to believe in something that threatens the way they enjoy living. (The Bible.)."
"(448, 3)",-1.6,How do you know square circles do not exist?,Because their properties are contradictory.
"(497, 3)",-2,Habbit has been reduced to meaningless insults. He made a fool of himself by demonstrating his ignorance of language and now has nothing worthwhile to say.,"Don't like it when the person you're arguing against can be as sarcastic as you are, huh? I understand, I get these types of whines all the time.   thistownwilleat-."
"(1052, 6)",-1.4,Creation: The belief that the universe (and of course everything in it) was created by some supernatural entity.,"That is one definition of creation. There are many. You again make a mistake of making an assumption about what you want to argue about, and argue against that. If you want a (non-exhaustive list) see http://www.crystalinks.com/creation.html You have simply picked one model, treated it as the only one, and constructed a (thus false) argument against it."
"(190, 4)",-1.2,Atheism vs. Creationism--  I follow atheism. Creationism is too improbable for me; any thoughts?,"You follow atheism because you don't understand theism. It is Creation vs. Evolution BTW. I am a blunt person on the net. So excuse me. To put it plainly if you want a God get one, but if you don't then forget about it live and die.  Do you want a God or not?"
"(280, 6)",-2,"That is the standard textbook answer, but it does not respond to my post. If you were to ask ronound economists of today like Nobel Prize winner Milton Freedman or Fed Chairman Alan Greenspan (from the book Capitalism) they would disagree with this standard textbook answer.",Really. Have you got any quotes from them endorsing monopolies?
"(997, 6)",-1.8,i will pray for you all right now.,Don't pray for us! Debate with us!  Are all your posts so pointless?
"(760, 5)",-1.5,Are they a link from ducks to mammals?,That question is ignorant. Why would any evolutionary biologist make such a stupid claim? Do you actually think that by implying that such stupidity is a claim of evolutionary biology you are somehow showing that it is wrong? You don't seem to be able to actually offer any facts that refute evolutionary theory so I guess it is necessary to resort to nonsense in hopes that the stupid will believe you.
"(136, 5)",-1.8,"I am a Christian, so I believe that the meaning of life is to be re-acquainted with God and to live your life in according to his Word. Which, in my opinion is a far better life than: ""I'm born of chance, I didn't ask to be here, I serve no purpose, so I might as well live egocentrically for the next 78.4 years until my life ends."".",78.4 years? Well excuse me but I intend to live much longer than that. I was thinking about 112.7 years. Yeah. That's about right.
"(63, 0)",-1.4,"Fear what ever you like, but when you make it public policy even in the face of overwhelming scientific evidence that it is irrational, then is that OK?","Public policy protects us -or at least attempts to- from really unhealthy foods through nutritional information labels. People who choose to eat unhealthy foods do so despite knowing that doing so may lead to health problems. Besides being careful not to get into situations where you are likely to be shot, people don't have much control over whether or not someone pulls a gun on them, and that is why most people are more afraid of being killed by someone else's gun than their own eating habits."
"(323, 0)",-1.333333333,"In the never going to happen scenario I wouldn't pick because I wouldn't pick between two 30yr olds sitting there.  You could say ""if you have your mother (assume you love your mother) on one table and a random person on the other table which would you choose to kill or both die""...if you picked your mother to live does that mean the other person is less of a human worthy of rights?  Spare me the ridicious scenarios.","Cthulhu may go too far in his/her assumptions about the indecision of pro-life people, but his scenario does bring up an interesting challenge. I'm sure that it was never meant to be presented as a realistic scenario - that was not the point. The point was to try to make pro-life people admit that the baby is more worthy of consideration than the newly fertilized zygote. Your example of choosing between ones mother and a stranger is equally unrealistic for most of us but does not address the same type of question (the question in that case being how much worth one places on personal connections in deciding the worth of a person).  There are occasional situations in life where one is faced with choosing between two awful choices and one can only choose the lesser of two evils. Those type of situations can be quite interesting since they reveal to us our priorities and details of our moral reasoning. I remember being comfronted with the too-many-people-on-a-lifeboat scenario (so how does one decide who lives and dies) during comfirmation years back - again to force us to explore our moral reasoning.  Cthulhu's scenario may be an unrealistic one but would force someone who is pro-life to consider the relative worth of the baby vs zygote. It may be a very uncomfortable question (all of the lesser-of-two-evils questions are) but can be quite revealing. Given that introduction, if you or other pro-life people were faced with that awful choice, would you: 1) Consider both so exactly equally worthy that you would indeed be frozen in indecision, or possibly decide based on chance (a flip of a coin) 2) Choose one over the other based on moral considerations  Note: I believe it would be obvious to almost everyone that your choosing one over the other does not mean that you condone the killing of that other. It would be just a choice of the lesser of two evils, where it is acknowledged that both choices, in your view, would be evil."
"(1230, 1)",-1.6,"God created all things in ""Kinds"" - a supergiant group.","Do you have any evidence for that? And still, I don't know what you mean by kind."
"(1264, 5)",-1.2,Isn't a dead person also still human?,"I think the definition of human, in context, would be a person that is alive. Dead does not make them human in this context.   Scientifically, human may mean Homo Sapiens, but there are other methods of defining humans. One of them is their capacity to love and to worship. Worship is not seen in another animal. Some will argue whether or not animals actually love or if it is just a conditioned response to someone providing what is needed.  Either way, loving and worship are behaviors and as my psychology prof used to say.......""Dead people don't behave.""."
"(252, 0)",-1.5,I would appreciate it if some of you experts could give me some simple answers to a couple simple questions and help me with some of my doubts.,"And that's why I think you are a troll. There really aren't any experts here. There are several who are knowledgable in a variety of topics, but that knowledge seems to me to be the result of being both educated and widely read. It also indicates an ability to reason and an open mind."
"(843, 0)",-2,So this eliminates Neanderthal from being an ancestor to homo sapiens.......do you have any idea of the implications of this?,Yes I do. I wonder if you do. Neandertals aren't claimed to be ancestors of Homo sapiens. They are generally considered to be a separate species descended from a common ancestor. No one except uninformed creationists makes any claim that Neandertals are ancestral to modern humans.
"(667, 6)",-1.714285714,"Nuclear weapons argument is moot. There is only one vendor in this country. You or anyone else does not have the right to make a vendor sell their private property against thier will. The only vendor in this country will not sell nuclear weapons to anyone other than the Department of Defense. The only vendor in this country is quite happy having only one customer. Until you can find a vendor, the nuclear weapons argument is just useless chit chat.","So if I did find a vender, then what would you say? Why do we prevent the importation of weapons grade plutonium? Shouldn't that be protected under the second amendment? Why doesn't the government allow people to produce nucleur weapons? If the government suddenly stopped all production of guns except those that were sold to the Department of defense, would it suddenly make this arguement moot?"
"(1413, 2)",-1.142857143,"I agree entirely. Death is a much kinder sentence than life in prison, if you are sentenced to life, you should get to suffer for the whole bit.",So what you are saying is that the actual purpose of prison is to be raped in the shower by some 400 pound guy called Betty? Or brutalised by a guard with an inferiority complex...and these don't strike you as cruel and unusual?
"(1377, 0)",-1.5,"Yet without it the vessel is just worms, mud, then dust, like rock & tree houses, not made to endure, yet, the life force, energy, back to the cosmos/source, converted, capable of being rewinded, paused, and fastfowarded, like a movie screen amongst the stars, revealing our lives.","its still not a bilateral relation. all living thing manifest energy, but not all things that manifest energy are alive. its easy to turn on your car ignition and make the engine run, heat up, generate electricty and make noise, all from the chemical energy in the gasoline. Still the car isnt alive. on the other hand, in the living body, energy is constantly being converted from chemical to other forms, and the moment energy stops transferring, the body is dead.   the relationship between life and energy exists, but it still doesnt conclude that life is energy."
"(148, 5)",-1.6,"Once again, my point was that evolutionists contradict each other.","Then by that standard, christianity is horse puckey! Christians contradict each other. Oh! But wait. Anyone who disagrees with you isn't ""really"" a christian."
"(84, 4)",-2,"Oh so EVERYTHING except creation works without His help, I get it God makes everything. So God made our minds, and God made the scientific ideas that come into our minds, so God helped us understand all the things we do about science. But oh I guess that evil evolution one is the one scientific thought that came from Satan...obviously!!!","You know what, you may be on to something with that Satan idea. Maybe he worked through Darwin to effectively divide believers over the issue of creation.   I am going to ask you one more time, where is the proof for evolution? Where are the milllions of fossilized links with slow and obvious changes supposedly caused by the ""evolving process""? It is useless to debate with you if you aren't going to give me any CONCLUSIVE evidence."
"(1407, 5)",-1.142857143,"If you use both faith AND reason to support your belief, you are using circular reasoning.",Really?
"(1295, 5)",-1.666666667,"I think you need to answer the same question I asked the other guy, who is God?","I was refering to the very, very clever someone you mentioned in your first post. Now you need to answer my question. Where did he/she/it came from?"
"(833, 3)",-1.8,"There are sections of evolution that include: * Astronomical evolution (e.g big bang). * Chemical evolution (i.e. life from non-life). * Biological evolution - two types - micro-evolution (small changes). - macro-evolution (large changes, fish to philosopher evolution so to speak, e.g. reptile into bird evolution, etc.).","You forgot the evolution of the motorcar, the evolution of Christianity, the evolution of the computer, the evolution of the trumpet, the evolution of... The word evolution is used in everyday terms to mean change (normally for the better). Biological evolution, ie the theory of evolution, is unrelated to this everyday use of the term. ""Astronomical evolution"", just like ""Trumpet evolution"" has nothing to do with the theory of evolution. When you grasp this simple concept, you will have made your first step toward becoming knowledgable about the theory. At the moment, you are stuck on the start line boasting about the end of the race: you are a YEC supporter in other words."
"(59, 5)",-2,Your god is also the god of deceit. Why else would he erase all evidence of such a flood? Why erase the bones from the animals that must have died as the emigrated from the arks resting place? Answer those two and I'll have lots more.,"He didn't erase all evidence. We have the Bible account.  In fact, we've got accounts from heaps of different cultures all around the world. We've got cultures from all over who have a memory of what happened, and despite this, no one believes them."
"(1192, 2)",-1.666666667,note: religion should not influence your decision in law making. only in personal moral decisions.,"Religion influences all laws. Without that influence, there would be no laws. Note: humanism is also a religion!"
"(366, 1)",-1.833333333,You are hot on the trail of the basis of our argument. I believe that there are three stage to the overall theory of evolution:.,I see. Then what you are claiming is that creationists are the ones who should define the vocabulary to be used by evolutionary biologists. Would it then be ok for atheists to define the vocabulary of Christianity?
"(218, 5)",-1.4,"I know we didn't live with dinosaurs, I was talking about mammals in general.","You made it sound like humans and dinosaurs were competing and we got a lucky break by having a meteor knock off the dinos.  If mammals had died off, we wouldn't be around to know about it."
"(178, 0)",-1.8,"You missed the whole point of my story. I was not disgusted at the poor people I was disgusted at the government under a socialist mindset. I love poor people, heck I was one for a while (and really kinda still am).","Oh, you have a problem with Socialism? Is that so?"
"(1065, 6)",-1.833333333,And there is nothing surprising about my being able to think for myself and reject the religion of evolution. Both Evolution and Creation must be taken by faith.,"Make up your mind. Above you were claiming that there is evidence of your god and now you are claiming that it is a matter of faith. My faith is something different from evolution. I take nothing in science by faith. Science is based on empirical evidence - that means the I can quantify it in some way. Of course, if there is empirical evidence for your god, then your god is not supernatural but just another part of the universe.  But isn't it funny that you creationists always think that the worst insult you can throw at science is to call it faith? Sadly, you are unable to reject the dogma of the mythology of ancient, nomadic herdsmen. To assert that as science is certainly not thinking for oneself."
"(1104, 3)",-1.428571429,"Would depend on how sucessful they thought the handing in was, but don't you have to register for a leicence? So all legal owners are know already and can be checked off against the guns they have handed in, I would imagine that there must be departments of the police who deal with tracking black market unregisted guns so these could be cracked down opon. In addition you would have to make possesion of a firearm illegal, then you have to balance defending your property with revealing you are commiting a crime (will be fairly obvious if you use one and you would have to get rid of it anyway when forensics investigate the crime scene). Would also have to look at countries that have carried out sucessful ones to see if there are any little points or mistakes to pick up. If there is a lot of resistance you could make possesion of a gun attempted murder, would make people think very carefully whether they would want to carry them, especailly criminals- comunity service or light sentace for a mugging or long term prison sentance for attempted murder if they are carrying a gun while doing it, even in bank robbery they would likely think twice about the additional years.",Register for a license????What do you meen? I have quite a few firearms and have never registered for a license for any of them.
"(829, 6)",-1.5,"I would say that if a diety can't go out of his way to demonstrate his existance and make clear what he wants   This may surprise you, although we cannot observe not test this, God has come down to Earth many times throughout human history.","Your reason for believing this lies entirely within the Bible. I hardly consider a 1500 year old book ""making clear what he wants"". Particularly given that even among those who believe the book, they still can't agree on what God wants. And of course, that doesn't even beging to address the issue of all the other holy books which contradict the Christian Bible. You may personally believe that you know what God wants, but if so it's not because God has been clear about it."
"(194, 6)",-1.2,"Sorry, but what you do not realize is that we kicked out European forms of government in 1776. We saved European governments in WW2. The USA was the very FRIST government ever to be rulled by common and free men. When the USA first had the vote, Europe still had kings and emperors.","The founding fathers were afraid to trust the common people with the right to vote. They didn't want mob rule and chaos. ""Most of the Founders believed that property ownership was essential to good citizenship and therefore that only property owners should be able to vote. 'Property', in those days, also included slaves, of course, and half of the Founders were slave owners....The maintenance of power in the hands of the elite was further strengthened by who could vote. In 1787, there were about four million people living in the 13 original states. But only about four percent of them, it is estimated, could vote. Excluded were the one million slaves, the two million women, anyone under the age of 21, and all non-property owners."" http://www.alternativesmagazine.com/22/lonsdale.html."
"(404, 6)",-2,"Well, that's generally true of any process that uses energy. Some is wasted.",Some? 90% is more than some in my opinion. That is a horrible waste. Just think if we could retain 50% of the energy we consumed. We could start eating 1/5th of what we normally eat.
"(1369, 4)",-1.8,"1.  Clairvoyance2.  Remote Viewing3.  Clairaudience4.  Psychokinesis (PK)5.  Introspection6.  Clairsentience7.  Empathing8.  Creating9.  Exorcism10. Hypnosis11. Telepathy12. Teleportation13. Channeling14. Healing15. Astral Travel (Projection)16. Precognition17. Medical Intuitive18. Intuitive19. Prescient20. Aura ReadingIt is assumed that every individual has a Ã‚â€œnatural propensityÃ‚â€ù for one or more of these skills, the same as we have natural propensities for athletics, art, dance, science, engineering, or entertainment. Those interested in the study of metaphysics would have to earn a degree through demonstrating mastery of a particular area of study. This process would obviously be Ã‚â€œhighly experientialÃ‚â€ù in addition to highly intellectual.","==============================Keep'em coming, these appeals to authority.Astral Travel...heh.It is assumed we have a natural propensity for it.!!William A. Guillory, Ph.D., is quite simply, a XXXXX. <--blatant attack of character.I'm wondering why the ""fo"
"(1428, 2)",-1.428571429,"I would be interested in know who was the first creationist to finally accept that natural selection is a real phenomenon, and when they accepted it. I don't know his name, but I'll research it for you and tell you in a week or so.",My bet is that it won't be natural selection.
"(7, 6)",-1.2,"Well, the type of atheism you are talking about here requires faith. If you say ""I know there is no god,"" this statement requires faith. You have not observed anything that would lead you to reason or deduce that there must not be a god.  The presence of religion has nothing to do with this faith and it's not a religion, just a gross assumption with no ""proof.""   First, I did not say that ""I know there is no god."" What I said (here I am expanding and clarifying my original statement ""I understand that there is no god"") or meant to say is simply that there is no evidence to support the existence of such a thing as god. As to your second statement; you may want to rephrase it. The inability to prove a negative is an invalide argument. You cannot ""prove"" that invisible fairies do not live in your attic. You can, however, believe that they do. The belief that they do requires faith, the understanding that they do not results from lack of any evidence that they do.","Maybe you'll have to clear up the difference between ""understanding"" and ""knowing."" I know what I think the difference is, but I need to know what you mean when you say ""I understand that there is definitely no god.""  Personally, I understand that we have no verification one way or another. All I know is that I don't know one way or the other."
"(956, 3)",-1.333333333,"Sex outside of marriage is still fornication, but I do not see those folks seeking special rights. Do you have the right to exercise your faith in any way you see fit?","Actually no, when laws are made based on one specific concept of one paticular faith system, if FORCES all CITIZENS to live by that faith."
"(380, 1)",-1.666666667,"...if we see relatively few creationists on these boards, all that means is, theres relatively few creationists on these boards. That doesn't prove anything. Right? Lets do some thinking here...",But the point is why are there relatively few creationists. The reason is that the creationist position cannot be defended in open debate. That is why creationist boards censor opposing views. On boards where creationists are not protected there are few.
"(1072, 6)",-1.428571429,Radioisotope dating is done on the rocks that fossils are found in.,"Actually, the dating is done on layers above and below the rock in which fossils are found. You see, generally fossils are found in some sort of sedimentary rock. And sedimentary rock cannot be dated. But a layer of volcanic ash above and below the fossil can be dated and thus give a date within a range."
"(535, 4)",-1.6,"I have brought up the following item for discussion before, but it seems relevant here, too.  Assuming abortion is justified as one means of acheiving the goal of population control, is it outrageous to consider 'removing' non-productive members of our society as another means of achieving the same goal?","By removing you mean Killing the innocent of course, which is different to imprisonment of the criminal."
"(193, 2)",-1.4,"BUT along come a man-made invention that allows those certain portions to live on which otherwise would have died. In once case - nylon, the other, the artificial heart. You call this evolution.","Just helping something live doesn't affect evolution unless it affects the ability to reproduce viable offspring.   If there was no nylon before the 1940s and there is an organism that can survive by eating NOTHING else, what does that tell you? There could not have been a population of nylon-eating bacteria before 1940. This is a new population that did not exist before."
"(721, 2)",-2,"think about what you just typed, that doesn't make any sense.","There are a lot of these people don't understand or don't make sense to them. I guess the things that don't are just stupid and made-up, huh?"
"(1246, 5)",-1.6,The whole argument is weak unless gun control advocates are only pressing the issue due to accidental deaths.,"No. The point is that doctors are more dangerous than guns, highlighting the stupidity of the anti-gun crowed who believe that guns should be outlawed because they are &#8220;dangerous.&#8221;  Furthermore, if we wanted to include deliberate killing, we would have to include doctors who deliberately kill. And we would have to point out that many people who are killed with guns - should be killed (violent criminals, for example).   A few other education links are here:  http://www.aapsonline.org/press/medsentgun.htm  http://teapot.usask.ca/cdn-firearms/Schulman/doctors.html."
"(1310, 0)",-1.833333333,In my post I presented several reasons as to why they should have changed...everything from a changed environment down to genetic drift.,"They have changed. For example, ancient examples of coelacanth were shallow water species, while the modern coelacanth is a deep marine species (actually, two or three species). And the differences are enough to put them in different families.  By the way, ark guy, what do you know about taxonomy?"
"(1072, 4)",-2,There are hypothesises concerning the fundamental nature of existance. But these concepts are very complex and very few people in the world can even begin to understand them.,"And they are the ""adept"" ones who agree they understand it are not they? How do you know they have truly got the thing? You must accept it by faith since you are not amongst the ""precious few"" who are inspired to understand it. It is strange that Newton's formulas can be understood without being accepted into the secret society of evolutionary magicians."
"(722, 2)",-2,"How strange. It seems that Habbit's definition of the word definition is meaningless. [cutting the useless part, don't want to waste server space].",Great way of twisting what I said. Would you like a Snickers bar?
"(680, 2)",-1.8,"Whether or not there are innaccuracies in the Bible is hottly debated, but it is not really the point I was trying to make. I was simply attempting to point out the different viewpoints, not debate on the validity of the Bible. Please read, take a deep breath, and think before you reply from simple emotion.","I know you think I was acting emotional with my post and it really is hard to tell whether someone is being emotional over a forum since it is so impersonal. What I can say is that posting about the Bible has become a mere formality to me and not the emotional debate it used to be. However, I believe it is necessary to eliminate the Bible from debates of this sort by discrediting it right away. Then at least we can focus on real solutions based on what is real instead of what some weirdo wrote thousands of years ago."
"(428, 0)",-1.6,I agree completely. These christians make up their mind that something is in the bible and whatever it says is what it says. It is so hard to change their opinions.,you know why? because God touches our hearts like nothing you have ever felt before. it is amazing.
"(880, 1)",-1.8,"I'm not talking about evolving viruses, I'm talking about evolving SPECIES.","Well, ok. You're wrong because evolving viruses are examples of evolution, as are bacteria and the new strains that have become resistant to antibiotics. But if you want some examples I'll give three. I certainly hope that you have the courtesy to read them and actually think about them."
"(1114, 3)",-1.571428571,Can you show me where God promises a perfect life?,"What kind of God creates a world in which rapists, killers, terrorists go free? Or third world countries in which people are lucky to get one meal a day?"
"(290, 5)",-1.666666667,"False. This is not a valid definition of atheism. Atheism is the lack of theism (the belief in gods). Certainly, if I said ""there isn't a tiger in my bathroom"", I wouldn't need to have a camera in there to see. It's called being reasonable.","How do you know there isn't a tiger in the bathroom? You feel very strongly and have over-whelming evidence that there is no tiger in your bathroom? (You live in an urban area, there are no zoos, you don't hear scratching or biting or the maiming of your poodle, and the water is going)   But you cannot prove a negative. Which is also why you won't be able to prove that creationism is wrong, and why we can't prove evolution is wrong. The focus must be on proving one right. How you might do that depends on your method of reasoning and thought."
"(1024, 4)",-1.833333333,"Like the ""pursuit of happiness""?",And we are preventing this how?
"(706, 5)",-1.8,Not once has a gun hater ever demand that dangerous criminals be punished.,What? You did a poll?
"(523, 5)",-1.8,"In principle, given adequate evidence etc., there is nothing in the material world that cannot be explained by Science.",Are you saying that given enough time you can come with answers? That's a statement of faith.
"(1139, 2)",-1.2,"Here is a good reason to ban magazines that can hold a lot of bullets.   ""A gunman walked into a military hospital clinic at Fairchild Air Force Base where he killed four people and wounded 21 others using a Chinese-made MAK-90 semi-automatic assault rifle....Spokane County Sheriff Larry Erickson called the semi-automatic assault rifle a 'mankiller' and claimed it is likely far fewer people would have been hurt had another weapon been used. 'This [gun] gave him the capability to fire as fast as he could pull the trigger. And that's a lot of rounds when you've got a 50-round magazine.' "" http://feinstein.senate.gov/assault-weapons-support.htm.","OK you have convinced me high capacity magazines are the root cause of crime.  Senator Feinstein, she has a concealed weapon permit and is licensed to carry a gun."
"(537, 3)",-1.8,Have you ever been everywhere at once to see there's no Zeus?,"First, take a visit to Mount Olympus. Secondly, Greek myths were written for entertainment. Lastly, if Zeus or any other mythological gods existed, why wouldn't they/it preserve their worshippers? When a human (actually, in the case of the Jews, humanS) make efforts to completely eliminate a race or religious group of people and there Book (the Bible) for over thousands upon thousands of years, and the people and Book are still preserved, that is evidence of a God, in my opinion."
"(1148, 2)",-1.166666667,"What are you talking about ample time? I starting following this tread last afternoon? What is your point?   1) Did the NRA and KKK ever burn a cross together? 2) Does Lockheed Martin in Colorado build nukes, missiles, and bombs? 3) Did Chuck Heston ever say ""From my cold dead hands in Denver""? 4) How many edits does it take to make a point? If it is a documentry then why minipulate a speech?    1) That is a cartoon? Do you believe in cartoons? My nephew believes that things he sees in Bugs Bunny is real. Do you? Moore manufactured a monster from the NRA.  You were manipulated.","You answered the first one already... it is a 'cartoon'. It showed that just as one was out-lawed, the other was born. You decide what to believe from this.  By the way...  ""Lockheed Martin is a global leader in the design, development and production of missiles and missile defense solutions for the United States and its allies around the world. The goal: Defend against attacks by ballistic missiles, cruise missiles and other airborne threats."" http://www.lockheedmartin.com/wms/findPage.do?dsp=fec&ci=12975&rsbci=0&fti=0&ti=0&sc=400."
"(643, 4)",-1.5,"Well, you ARE the one advocating the murder of physicians.",And that would make you the one that IS advocating the murder of our future generation.
"(86, 4)",-1.8,"I do think rape is wrong, but that is again, my view of things (a lot of others to, but shrug) because it forces someone's will upon someone else and it hurts them.",So then your worldview must be incorrect too...?
"(305, 5)",-2,"No one has EVER said you can't have your ""traditional marriage"" within your chosen religion. That is your right. Yet you want to deny same sex couples their right to ANY form of ""marriage"" within THEIR chosen religion or non-religion, and also deny them the same civil rights you enjoy through your ""so called"" ""traditional marriage"".",On what grounds do you seek to redefine the institution of marriage from it's accepted standard in this country?
"(176, 6)",-1.333333333,"If anyone was going to use the argument that our bodies are flawed to prove that God doesn't exist, that would be a debate that could be won. No one would debate that our bodies were made all that well although it is amazing that life could have started at just a single cell and worked it's way up to where it is today. So either God did a poor job or evolution did an absolutely spectacular job. Just how did evolution know that light existed and that it could be seen before creating the eye? How do we know that there are not many other senses that exist which evolution will show us one day?","you're looking at evolution in way too much of a magical and mystical way. Evolution doesn't ""know"" anything. It doesn't have any desires... and... i lack the eloquence to briefly state mechanical (and complete lack of desire) aspects of evolution. i suggest you do research as to how there are no conscious thinking elements in evolution.  Science will never be able to disprove any god because of some flaw science happens to point out. The best individuals can do is, when people try to reason that such perfect organs imply a designer, point out that the design isn't all that perfect after all.   If you want to try and debate flaws in design are evidence against a god... well go ahead... but then i'll just know if i'm ever looking for an easy debate victory i'll just try to find you. At the very best all you are doing is showing that the idea that God created all things perfectly probably isn't true... and even then someone can just point out that apparent flaws we see are simply the ineffable will of god."
